,orderNo,Salmon,Pork Chop,Sea Bass,Duck Breast,Swordfish,Pork Tenderloin,Filet Mignon,Roast Chicken,rowTotal,,,4253,
8404,138280,0,1,0,0,2,0,1,1,5,,,,
8407,138288,0,1,1,1,2,0,0,0,5,,,,
8433,138352,0,1,1,1,0,1,1,0,5,,,,
8442,138368,0,1,2,0,0,1,1,0,5,,,,
8449,138381,0,1,0,2,0,1,0,1,5,,,,
8455,138392,0,1,0,0,2,1,1,0,5,,,,
8474,138440,0,1,0,0,0,1,3,0,5,,,,
8482,138456,0,1,0,1,0,2,1,0,5,,,,
8487,138465,0,1,1,0,2,0,0,1,5,,,,
8490,138470,0,1,0,1,0,2,1,0,5,,,,
8516,138514,0,1,0,2,1,0,1,0,5,,,,
8517,138516,0,1,2,0,0,0,2,0,5,,,,
8536,138552,0,1,2,0,0,1,1,0,5,,,,
8556,138594,0,1,2,0,2,0,0,0,5,,,,
8575,138629,0,1,2,0,0,0,1,1,5,,,,
8584,138649,0,1,0,2,0,0,1,1,5,,,,
8624,138725,0,1,3,1,0,0,0,0,5,,,,
8652,138777,0,1,1,1,0,1,1,0,5,,,,
8682,138838,0,1,0,0,0,0,3,1,5,,,,
8693,138856,0,1,0,1,0,3,0,0,5,,,,
8697,138867,0,1,2,0,1,0,1,0,5,,,,
8705,138879,0,1,1,0,1,0,2,0,5,,,,
8718,138915,0,1,2,0,0,1,1,0,5,,,,
8750,138970,0,1,0,1,1,1,1,0,5,,,,
8754,138977,0,1,2,0,0,0,2,0,5,,,,
8766,138994,0,1,0,1,1,0,2,0,5,,,,
8774,139010,0,1,0,1,2,0,0,1,5,,,,
8778,139022,0,1,1,0,0,1,2,0,5,,,,
8797,139056,0,1,2,1,0,0,0,1,5,,,,
8804,139065,0,1,1,1,1,0,1,0,5,,,,
8812,139079,0,1,1,0,0,0,3,0,5,,,,
8814,139082,0,1,1,2,0,0,0,1,5,,,,
8826,139101,0,1,2,0,1,0,1,0,5,,,,
8829,139105,0,1,0,0,2,1,1,0,5,,,,
8831,139108,0,1,0,1,0,3,0,0,5,,,,
8860,139171,0,1,2,0,1,1,0,0,5,,,,
8865,139183,0,1,0,1,0,0,3,0,5,,,,
8879,139206,0,1,1,1,1,0,1,0,5,,,,
8880,139210,0,1,0,1,0,1,1,1,5,,,,
8882,139215,0,1,1,0,0,0,2,1,5,,,,
8886,139220,0,1,2,0,0,0,2,0,5,,,,
8902,139254,0,1,1,1,0,1,1,0,5,,,,
8943,139329,0,1,0,2,1,0,0,1,5,,,,
8946,139333,0,1,2,1,0,0,1,0,5,,,,
8947,139339,0,1,0,0,1,1,2,0,5,,,,
8956,139358,0,1,0,0,1,2,0,1,5,,,,
8959,139363,0,1,0,0,2,1,1,0,5,,,,
8968,139378,0,1,0,1,0,0,3,0,5,,,,
9011,139484,0,1,0,0,0,2,2,0,5,,,,
9056,139564,0,1,1,0,1,1,1,0,5,,,,
9068,139589,0,1,2,0,0,1,1,0,5,,,,
9069,139593,0,1,2,0,0,0,1,1,5,,,,
9083,139615,0,1,0,1,0,1,2,0,5,,,,
9088,139624,0,1,0,1,1,0,2,0,5,,,,
9089,139626,0,1,0,2,0,0,2,0,5,,,,
9091,139632,0,1,1,0,0,2,1,0,5,,,,
9094,139636,0,1,1,0,2,0,1,0,5,,,,
9115,139676,0,1,0,2,1,0,1,0,5,,,,
9125,139696,0,1,1,0,1,1,0,1,5,,,,
9157,139764,0,1,0,2,0,0,1,1,5,,,,
9161,139774,0,1,1,0,0,2,1,0,5,,,,
9172,139799,0,1,2,0,0,1,0,1,5,,,,
9182,139815,0,1,0,2,0,1,1,0,5,,,,
9204,139854,0,1,1,0,0,0,2,1,5,,,,
9216,139872,0,1,0,3,1,0,0,0,5,,,,
9306,140044,0,1,0,1,2,0,1,0,5,,,,
9316,140055,0,1,1,0,0,1,2,0,5,,,,
9332,140089,0,1,3,0,0,0,1,0,5,,,,
9336,140101,0,1,0,0,1,0,2,1,5,,,,
9337,140103,0,1,2,0,0,0,2,0,5,,,,
9343,140112,0,1,1,1,0,1,1,0,5,,,,
9354,140136,0,1,2,1,0,0,1,0,5,,,,
9370,140163,0,1,1,0,1,0,1,1,5,,,,
9374,140171,0,1,0,0,1,1,2,0,5,,,,
9437,140294,0,1,1,0,0,1,2,0,5,,,,
9440,140300,0,1,1,2,1,0,0,0,5,,,,
9454,140326,0,1,1,1,1,0,1,0,5,,,,
9479,140368,0,1,2,0,0,1,1,0,5,,,,
9497,140395,0,1,1,0,0,1,2,0,5,,,,
9498,140396,0,1,0,0,2,2,0,0,5,,,,
9510,140421,0,1,1,0,1,0,2,0,5,,,,
9522,140440,0,1,2,0,0,0,0,2,5,,,,
9555,140507,0,1,1,0,2,0,0,1,5,,,,
9572,140539,0,1,0,1,0,2,1,0,5,,,,
9584,140564,0,1,1,1,0,1,1,0,5,,,,
9593,140594,0,1,0,1,0,0,1,2,5,,,,
9604,140613,0,1,1,0,0,3,0,0,5,,,,
9653,140696,0,1,1,1,0,1,1,0,5,,,,
9666,140714,0,1,1,2,0,1,0,0,5,,,,
9675,140730,0,1,1,1,0,1,1,0,5,,,,
9715,140800,0,1,0,1,0,1,2,0,5,,,,
9737,140846,0,1,0,2,0,1,1,0,5,,,,
9754,140886,0,1,0,0,0,2,2,0,5,,,,
9763,140904,0,1,2,2,0,0,0,0,5,,,,
9770,140921,0,1,0,1,1,0,1,1,5,,,,
9784,140950,0,1,1,1,0,0,2,0,5,,,,
9795,140970,0,1,2,2,0,0,0,0,5,,,,
9817,141008,0,1,1,1,0,1,1,0,5,,,,
9820,141014,0,1,1,3,0,0,0,0,5,,,,
9825,141022,0,1,1,1,1,1,0,0,5,,,,
9828,141027,0,1,1,0,0,0,3,0,5,,,,
9872,141130,0,1,1,0,0,0,3,0,5,,,,
9885,141151,0,1,0,1,0,2,1,0,5,,,,
9900,141174,0,1,1,0,0,0,2,1,5,,,,
9902,141176,0,1,0,0,1,1,1,1,5,,,,
9934,141240,0,1,0,0,0,0,4,0,5,,,,
9937,141250,0,1,1,1,1,1,0,0,5,,,,
9953,141285,0,1,1,0,1,0,2,0,5,,,,
9987,141359,0,1,0,3,0,1,0,0,5,,,,
10001,141377,0,1,0,1,0,1,1,1,5,,,,
10042,141441,0,1,1,1,0,1,1,0,5,,,,
10066,141480,0,1,1,1,0,0,2,0,5,,,,
10070,141486,0,1,1,1,1,0,1,0,5,,,,
10081,141516,0,1,1,0,1,2,0,0,5,,,,
10087,141542,0,1,1,2,0,1,0,0,5,,,,
10093,141556,0,1,1,2,1,0,0,0,5,,,,
10101,141571,0,1,0,1,1,0,0,2,5,,,,
10156,141676,0,1,2,0,1,1,0,0,5,,,,
10157,141677,0,1,2,0,0,2,0,0,5,,,,
10205,141785,0,1,0,3,0,0,0,1,5,,,,
10206,141786,0,1,0,2,1,1,0,0,5,,,,
10219,141812,0,1,1,2,0,0,1,0,5,,,,
10223,141821,0,1,1,1,0,0,1,1,5,,,,
10225,141829,0,1,1,1,0,1,1,0,5,,,,
10229,141839,0,1,0,1,0,1,2,0,5,,,,
10234,141848,0,1,1,0,0,0,1,2,5,,,,
10236,141856,0,1,0,1,0,1,2,0,5,,,,
10267,141912,0,1,1,1,0,1,0,1,5,,,,
10269,141917,0,1,2,2,0,0,0,0,5,,,,
10276,141934,0,1,2,1,0,0,1,0,5,,,,
10280,141941,0,1,2,1,0,0,1,0,5,,,,
10300,141977,0,1,1,1,1,0,1,0,5,,,,
10312,142000,0,1,2,0,0,0,2,0,5,,,,
10315,142004,0,1,1,0,0,0,2,1,5,,,,
10345,142049,0,1,0,0,0,0,2,2,5,,,,
10346,142052,0,1,2,0,0,2,0,0,5,,,,
10348,142055,0,1,2,0,1,0,1,0,5,,,,
10381,142106,0,1,1,1,0,1,1,0,5,,,,
10389,142118,0,1,0,2,0,1,1,0,5,,,,
10413,142170,0,1,1,2,0,0,1,0,5,,,,
10462,142288,0,1,1,0,1,2,0,0,5,,,,
10463,142290,0,1,0,0,3,0,1,0,5,,,,
10467,142297,0,1,1,0,2,0,1,0,5,,,,
10469,142300,0,1,0,0,0,1,3,0,5,,,,
10485,142324,0,1,1,1,1,0,0,1,5,,,,
10500,142355,0,1,2,0,0,0,1,1,5,,,,
10503,142360,0,1,0,1,0,0,1,2,5,,,,
10519,142391,0,1,0,0,0,1,2,1,5,,,,
10530,142418,0,1,2,0,0,1,1,0,5,,,,
10536,142428,0,1,1,1,0,0,0,2,5,,,,
10540,142440,0,1,1,0,1,1,0,1,5,,,,
10571,142496,0,1,0,2,0,0,2,0,5,,,,
10585,142520,0,1,0,2,1,0,1,0,5,,,,
10592,142533,0,1,1,1,0,1,1,0,5,,,,
10601,142549,0,1,0,0,2,1,0,1,5,,,,
10614,142572,0,1,0,2,1,0,1,0,5,,,,
10651,142656,0,1,1,1,0,1,1,0,5,,,,
10664,142680,0,1,0,1,1,2,0,0,5,,,,
10677,142697,0,1,1,2,0,1,0,0,5,,,,
10688,142713,0,1,1,2,1,0,0,0,5,,,,
10691,142718,0,1,1,0,1,1,1,0,5,,,,
10769,142878,0,1,0,1,0,1,1,1,5,,,,
10789,142926,0,1,0,0,2,0,2,0,5,,,,
10794,142932,0,1,0,0,1,2,1,0,5,,,,
10795,142934,0,1,1,1,0,2,0,0,5,,,,
10818,142973,0,1,1,0,1,0,1,1,5,,,,
10847,143014,0,1,3,0,0,0,1,0,5,,,,
10892,143112,0,1,0,0,2,1,1,0,5,,,,
10893,143113,0,1,1,0,0,1,2,0,5,,,,
10897,143118,0,1,0,0,1,1,2,0,5,,,,
10904,143133,0,1,3,0,1,0,0,0,5,,,,
10924,143175,0,1,0,2,0,1,1,0,5,,,,
10937,143200,0,1,0,0,1,0,3,0,5,,,,
10939,143202,0,1,1,0,1,1,1,0,5,,,,
10947,143215,0,1,3,0,0,0,0,1,5,,,,
10975,143264,0,1,0,0,1,2,0,1,5,,,,
10983,143278,0,1,0,0,1,1,2,0,5,,,,
10984,143279,0,1,0,0,1,3,0,0,5,,,,
10988,143291,0,1,1,0,0,2,1,0,5,,,,
10994,143303,0,1,0,0,0,2,1,1,5,,,,
10999,143316,0,1,0,0,1,1,2,0,5,,,,
11015,143348,0,1,0,0,0,2,2,0,5,,,,
11038,143385,0,1,1,0,1,1,1,0,5,,,,
11077,143468,0,1,2,1,0,0,1,0,5,,,,
11090,143490,0,1,0,1,1,1,1,0,5,,,,
11107,143527,0,1,1,0,1,0,1,1,5,,,,
11139,143575,0,1,0,0,0,2,1,1,5,,,,
11146,143586,0,1,0,1,0,2,1,0,5,,,,
11163,143620,0,1,2,0,1,0,1,0,5,,,,
11166,143627,0,1,1,0,2,0,0,1,5,,,,
11167,143629,0,1,2,0,0,0,1,1,5,,,,
11174,143638,0,1,0,0,0,1,2,1,5,,,,
11198,143683,0,1,1,0,0,2,1,0,5,,,,
11221,143726,0,1,0,0,0,3,1,0,5,,,,
11255,143792,0,1,0,0,1,2,1,0,5,,,,
11256,143793,0,1,3,0,0,1,0,0,5,,,,
11262,143800,0,1,1,0,0,3,0,0,5,,,,
11280,143834,0,1,2,0,0,0,1,1,5,,,,
11316,143890,0,1,0,2,0,1,1,0,5,,,,
11321,143899,0,1,3,0,0,0,1,0,5,,,,
11329,143917,0,1,0,0,0,1,2,1,5,,,,
11339,143934,0,1,1,0,1,0,2,0,5,,,,
11346,143950,0,1,1,0,0,2,0,1,5,,,,
11404,144056,0,1,1,0,0,1,2,0,5,,,,
11440,144123,0,1,2,0,0,1,1,0,5,,,,
11465,144170,0,1,2,2,0,0,0,0,5,,,,
11481,144210,0,1,2,0,0,0,2,0,5,,,,
11487,144219,0,1,1,0,0,0,3,0,5,,,,
11499,144248,0,1,0,0,1,3,0,0,5,,,,
11524,144300,0,1,1,1,0,0,2,0,5,,,,
11538,144325,0,1,1,1,0,1,1,0,5,,,,
11548,144344,0,1,0,2,0,2,0,0,5,,,,
11569,144384,0,1,2,1,0,1,0,0,5,,,,
11588,144422,0,1,0,2,0,1,1,0,5,,,,
11602,144444,0,1,0,0,0,2,0,2,5,,,,
11622,144472,0,1,1,0,3,0,0,0,5,,,,
11629,144488,0,1,3,0,0,0,1,0,5,,,,
11632,144492,0,1,2,0,1,0,1,0,5,,,,
11647,144513,0,1,0,1,0,1,1,1,5,,,,
11667,144564,0,1,1,1,0,0,2,0,5,,,,
11685,144599,0,1,0,0,1,2,1,0,5,,,,
11694,144616,0,1,2,0,1,1,0,0,5,,,,
11705,144633,0,1,0,0,1,2,1,0,5,,,,
11752,144728,0,1,0,2,0,1,1,0,5,,,,
11780,144780,0,1,0,1,1,1,1,0,5,,,,
11815,144846,0,1,1,1,1,1,0,0,5,,,,
11835,144884,0,1,1,2,1,0,0,0,5,,,,
11836,144886,0,1,0,0,2,1,0,1,5,,,,
11839,144892,0,1,1,1,0,0,2,0,5,,,,
11888,144998,0,1,2,1,0,0,0,1,5,,,,
11894,145007,0,1,2,0,0,1,0,1,5,,,,
11902,145027,0,1,0,2,0,0,2,0,5,,,,
11915,145054,0,1,0,2,1,0,1,0,5,,,,
11922,145070,0,1,0,0,3,1,0,0,5,,,,
11949,145125,0,1,1,0,0,2,1,0,5,,,,
11955,145134,0,1,0,0,1,0,2,1,5,,,,
11960,145142,0,1,0,2,0,0,2,0,5,,,,
11966,145153,0,1,0,1,2,0,1,0,5,,,,
11977,145169,0,1,1,1,1,1,0,0,5,,,,
11994,145197,0,1,1,1,1,1,0,0,5,,,,
12019,145244,0,1,0,0,2,1,0,1,5,,,,
12033,145276,0,1,2,0,0,0,2,0,5,,,,
12034,145280,0,1,2,0,1,0,0,1,5,,,,
12036,145282,0,1,0,1,1,0,2,0,5,,,,
12056,145315,0,1,0,0,1,0,2,1,5,,,,
12082,145367,0,1,1,0,0,0,2,1,5,,,,
12119,145430,0,1,0,0,1,1,2,0,5,,,,
12170,145532,0,1,0,2,1,0,0,1,5,,,,
12177,145543,0,1,1,1,0,2,0,0,5,,,,
12219,145620,0,1,1,0,0,1,0,2,5,,,,
12232,145648,0,1,1,0,0,0,3,0,5,,,,
12252,145686,0,1,2,0,0,1,1,0,5,,,,
12282,145743,0,1,1,1,1,1,0,0,5,,,,
12293,145761,0,1,2,2,0,0,0,0,5,,,,
12316,145802,0,1,3,0,0,1,0,0,5,,,,
12321,145809,0,1,0,0,0,0,3,1,5,,,,
12338,145830,0,1,0,1,1,1,0,1,5,,,,
12352,145851,0,1,2,0,0,1,1,0,5,,,,
12355,145855,0,1,0,2,1,0,0,1,5,,,,
12364,145875,0,1,2,1,0,0,1,0,5,,,,
12375,145894,0,1,0,0,2,0,1,1,5,,,,
12384,145909,0,1,1,2,0,0,1,0,5,,,,
12420,145975,0,1,3,0,0,0,0,1,5,,,,
12431,145995,0,1,0,0,1,1,1,1,5,,,,
12438,146003,0,1,0,1,2,1,0,0,5,,,,
12439,146005,0,1,0,0,2,1,1,0,5,,,,
12460,146038,0,1,0,1,1,0,1,1,5,,,,
12468,146052,0,1,3,0,0,0,0,1,5,,,,
12481,146072,0,1,2,0,0,1,0,1,5,,,,
12486,146080,0,1,0,0,1,1,2,0,5,,,,
12499,146097,0,1,0,1,0,1,1,1,5,,,,
12545,146179,0,1,1,1,0,1,1,0,5,,,,
12563,146220,0,1,1,1,0,2,0,0,5,,,,
12591,146270,0,1,2,1,0,0,1,0,5,,,,
12613,146304,0,1,1,2,0,1,0,0,5,,,,
12619,146320,0,1,1,0,0,0,3,0,5,,,,
12622,146323,0,1,1,1,0,1,0,1,5,,,,
12637,146352,0,1,2,1,1,0,0,0,5,,,,
12683,146428,0,1,2,1,1,0,0,0,5,,,,
12692,146448,0,1,0,0,0,3,1,0,5,,,,
12706,146476,0,1,2,0,1,1,0,0,5,,,,
12767,146582,0,1,0,0,0,1,2,1,5,,,,
12776,146604,0,1,1,0,0,1,1,1,5,,,,
12906,146854,0,1,1,0,0,2,1,0,5,,,,
12912,146863,0,1,0,1,0,3,0,0,5,,,,
12924,146888,0,1,1,2,0,0,0,1,5,,,,
12930,146898,0,1,1,1,0,0,2,0,5,,,,
12932,146903,0,1,0,0,0,1,1,2,5,,,,
12973,146977,0,1,0,2,0,2,0,0,5,,,,
12981,146990,0,1,1,0,1,0,1,1,5,,,,
3817,129644,5,0,0,0,0,0,0,0,5,,,,
1172,124619,4,0,0,0,0,1,0,0,5,,,,
2500,127193,4,0,0,1,0,0,0,0,5,,,,
4973,131855,4,0,0,0,0,1,0,0,5,,,,
8691,138851,4,0,1,0,0,0,0,0,5,,,,
10038,141433,4,0,1,0,0,0,0,0,5,,,,
10539,142439,4,0,0,0,0,0,1,0,5,,,,
12477,146067,4,0,0,0,0,1,0,0,5,,,,
272,122845,3,0,1,0,0,0,1,0,5,,,,
900,124093,3,0,1,0,0,1,0,0,5,,,,
968,124224,3,0,0,0,0,2,0,0,5,,,,
1097,124484,3,0,2,0,0,0,0,0,5,,,,
1468,125216,3,0,0,1,0,1,0,0,5,,,,
1896,126046,3,0,0,1,0,0,1,0,5,,,,
2034,126332,3,0,0,0,0,2,0,0,5,,,,
2128,126501,3,0,0,0,1,0,1,0,5,,,,
2302,126822,3,0,1,1,0,0,0,0,5,,,,
2956,128077,3,0,0,1,1,0,0,0,5,,,,
3373,128869,3,0,1,0,0,0,1,0,5,,,,
3949,129880,3,0,1,0,0,0,1,0,5,,,,
4314,130575,3,0,0,0,0,0,1,1,5,,,,
4351,130638,3,0,1,0,0,0,1,0,5,,,,
4771,131458,3,0,0,0,0,0,2,0,5,,,,
4939,131783,3,0,1,0,0,1,0,0,5,,,,
4974,131862,3,0,0,0,0,1,1,0,5,,,,
5109,132129,3,0,0,0,0,1,1,0,5,,,,
5159,132219,3,0,0,0,1,0,1,0,5,,,,
5268,132416,3,0,1,1,0,0,0,0,5,,,,
5378,132613,3,0,0,0,1,0,1,0,5,,,,
5478,132799,3,0,1,1,0,0,0,0,5,,,,
5734,133276,3,0,0,0,1,0,1,0,5,,,,
6738,135120,3,0,0,0,1,1,0,0,5,,,,
7056,135716,3,0,1,0,0,0,1,0,5,,,,
7119,135830,3,0,0,1,0,0,1,0,5,,,,
7197,135987,3,0,1,0,0,1,0,0,5,,,,
7290,136152,3,0,0,1,0,0,1,0,5,,,,
7556,136626,3,0,0,1,0,1,0,0,5,,,,
8689,138848,3,0,1,1,0,0,0,0,5,,,,
9460,140337,3,0,0,0,0,1,1,0,5,,,,
9557,140510,3,0,0,0,1,0,1,0,5,,,,
10075,141494,3,0,1,0,0,0,0,1,5,,,,
10412,142167,3,0,1,0,1,0,0,0,5,,,,
10497,142351,3,0,0,0,0,0,1,1,5,,,,
10531,142419,3,0,0,0,0,1,1,0,5,,,,
10845,143011,3,0,0,0,2,0,0,0,5,,,,
11274,143826,3,0,0,0,1,1,0,0,5,,,,
11934,145093,3,0,1,1,0,0,0,0,5,,,,
12022,145247,3,0,0,0,1,1,0,0,5,,,,
12544,146178,3,0,1,1,0,0,0,0,5,,,,
12699,146462,3,0,0,0,0,0,2,0,5,,,,
12844,146727,3,0,0,1,0,1,0,0,5,,,,
79,122463,2,0,1,1,0,0,1,0,5,,,,
113,122540,2,0,0,1,1,0,1,0,5,,,,
405,123102,2,0,0,0,1,1,1,0,5,,,,
416,123130,2,0,0,1,1,1,0,0,5,,,,
458,123223,2,0,2,0,0,0,1,0,5,,,,
490,123282,2,0,1,0,0,0,1,1,5,,,,
510,123326,2,0,0,1,0,0,1,1,5,,,,
578,123435,2,0,1,1,0,1,0,0,5,,,,
587,123460,2,0,1,0,0,0,1,1,5,,,,
620,123528,2,0,1,0,0,0,2,0,5,,,,
648,123575,2,0,0,0,1,0,2,0,5,,,,
784,123830,2,0,0,0,2,1,0,0,5,,,,
852,123977,2,0,0,0,0,2,1,0,5,,,,
908,124111,2,0,1,0,0,1,0,1,5,,,,
941,124182,2,0,0,1,0,1,1,0,5,,,,
1030,124345,2,0,0,1,1,1,0,0,5,,,,
1041,124372,2,0,0,0,0,2,1,0,5,,,,
1051,124393,2,0,0,2,0,0,1,0,5,,,,
1092,124469,2,0,0,0,0,1,1,1,5,,,,
1096,124480,2,0,1,1,0,1,0,0,5,,,,
1214,124709,2,0,1,2,0,0,0,0,5,,,,
1235,124750,2,0,0,0,1,1,1,0,5,,,,
1320,124908,2,0,0,0,0,0,2,1,5,,,,
1328,124920,2,0,1,0,1,0,0,1,5,,,,
1344,124950,2,0,0,1,2,0,0,0,5,,,,
1360,124987,2,0,0,0,0,1,1,1,5,,,,
1388,125059,2,0,0,2,0,1,0,0,5,,,,
1458,125203,2,0,1,1,0,1,0,0,5,,,,
1541,125344,2,0,0,1,1,1,0,0,5,,,,
1614,125480,2,0,2,0,0,0,0,1,5,,,,
1631,125512,2,0,2,0,0,0,0,1,5,,,,
1706,125656,2,0,3,0,0,0,0,0,5,,,,
1710,125663,2,0,3,0,0,0,0,0,5,,,,
1751,125758,2,0,2,0,0,0,0,1,5,,,,
1829,125918,2,0,0,1,0,0,2,0,5,,,,
1878,126011,2,0,1,0,0,0,2,0,5,,,,
1880,126013,2,0,1,2,0,0,0,0,5,,,,
1898,126049,2,0,0,2,1,0,0,0,5,,,,
1917,126095,2,0,0,1,0,0,2,0,5,,,,
1927,126125,2,0,0,1,0,2,0,0,5,,,,
1978,126226,2,0,0,1,0,1,1,0,5,,,,
2040,126344,2,0,2,0,0,0,1,0,5,,,,
2201,126630,2,0,1,0,0,1,1,0,5,,,,
2213,126651,2,0,1,1,0,1,0,0,5,,,,
2377,126950,2,0,1,0,0,1,1,0,5,,,,
2597,127375,2,0,2,0,0,0,1,0,5,,,,
2608,127393,2,0,0,1,0,0,2,0,5,,,,
2610,127396,2,0,0,0,0,0,2,1,5,,,,
2617,127407,2,0,0,0,1,2,0,0,5,,,,
2644,127469,2,0,1,1,0,0,0,1,5,,,,
2654,127492,2,0,0,1,0,0,2,0,5,,,,
2660,127504,2,0,0,0,0,1,0,2,5,,,,
2776,127733,2,0,0,0,2,1,0,0,5,,,,
2851,127886,2,0,0,0,0,2,1,0,5,,,,
2949,128059,2,0,1,0,0,1,1,0,5,,,,
3046,128244,2,0,0,0,2,1,0,0,5,,,,
3187,128520,2,0,0,0,0,0,2,1,5,,,,
3194,128530,2,0,2,0,0,1,0,0,5,,,,
3229,128600,2,0,0,1,0,1,1,0,5,,,,
3256,128648,2,0,0,1,0,2,0,0,5,,,,
3284,128689,2,0,1,1,0,0,1,0,5,,,,
3332,128783,2,0,0,0,1,0,2,0,5,,,,
3358,128844,2,0,0,0,0,1,2,0,5,,,,
3374,128872,2,0,0,1,0,0,2,0,5,,,,
3389,128901,2,0,0,1,0,1,1,0,5,,,,
3551,129189,2,0,0,1,1,1,0,0,5,,,,
3574,129220,2,0,0,1,0,0,2,0,5,,,,
3578,129225,2,0,1,0,0,2,0,0,5,,,,
3592,129248,2,0,0,1,0,0,2,0,5,,,,
3669,129383,2,0,1,0,0,1,1,0,5,,,,
3731,129496,2,0,1,0,0,1,1,0,5,,,,
3747,129526,2,0,1,1,0,0,1,0,5,,,,
3771,129563,2,0,2,1,0,0,0,0,5,,,,
3928,129843,2,0,0,0,1,1,1,0,5,,,,
3962,129911,2,0,1,0,1,1,0,0,5,,,,
4029,130026,2,0,0,0,0,1,1,1,5,,,,
4066,130101,2,0,1,1,0,0,0,1,5,,,,
4083,130134,2,0,0,0,0,1,2,0,5,,,,
4138,130235,2,0,0,1,0,0,0,2,5,,,,
4141,130243,2,0,2,0,0,1,0,0,5,,,,
4147,130254,2,0,1,0,0,0,1,1,5,,,,
4161,130283,2,0,0,1,0,0,2,0,5,,,,
4196,130342,2,0,0,2,0,0,1,0,5,,,,
4200,130349,2,0,0,1,0,0,2,0,5,,,,
4245,130433,2,0,1,0,0,2,0,0,5,,,,
4252,130447,2,0,1,0,0,1,1,0,5,,,,
4338,130614,2,0,0,0,1,0,2,0,5,,,,
4343,130628,2,0,1,0,0,1,0,1,5,,,,
4362,130658,2,0,1,0,1,1,0,0,5,,,,
4566,131055,2,0,1,0,1,0,0,1,5,,,,
4601,131121,2,0,1,0,1,0,1,0,5,,,,
4640,131193,2,0,0,2,0,0,1,0,5,,,,
4774,131462,2,0,1,1,0,1,0,0,5,,,,
4888,131697,2,0,0,0,0,0,2,1,5,,,,
4898,131715,2,0,2,0,0,0,0,1,5,,,,
4917,131752,2,0,1,0,0,1,1,0,5,,,,
4938,131782,2,0,1,1,0,0,1,0,5,,,,
4965,131833,2,0,2,0,0,0,1,0,5,,,,
5024,131960,2,0,2,1,0,0,0,0,5,,,,
5106,132124,2,0,0,1,1,1,0,0,5,,,,
5143,132184,2,0,1,0,0,1,1,0,5,,,,
5144,132186,2,0,2,0,0,0,1,0,5,,,,
5174,132249,2,0,1,0,0,0,2,0,5,,,,
5179,132255,2,0,1,0,1,1,0,0,5,,,,
5181,132261,2,0,1,0,1,0,1,0,5,,,,
5253,132396,2,0,0,1,0,2,0,0,5,,,,
5334,132534,2,0,2,0,0,0,0,1,5,,,,
5360,132583,2,0,1,0,0,0,2,0,5,,,,
5368,132596,2,0,1,1,0,1,0,0,5,,,,
5387,132626,2,0,1,0,0,1,1,0,5,,,,
5453,132743,2,0,0,0,0,1,2,0,5,,,,
5475,132791,2,0,0,0,0,1,2,0,5,,,,
5494,132830,2,0,0,1,0,1,0,1,5,,,,
5550,132940,2,0,0,0,1,1,1,0,5,,,,
5588,133003,2,0,1,0,0,1,1,0,5,,,,
5633,133094,2,0,1,1,0,0,1,0,5,,,,
5648,133120,2,0,2,0,0,0,1,0,5,,,,
5699,133209,2,0,0,1,0,0,2,0,5,,,,
5732,133272,2,0,0,2,0,1,0,0,5,,,,
5773,133352,2,0,1,0,0,1,0,1,5,,,,
5867,133506,2,0,0,0,1,1,0,1,5,,,,
5892,133557,2,0,1,0,0,1,1,0,5,,,,
6056,133847,2,0,1,0,0,1,0,1,5,,,,
6099,133929,2,0,2,1,0,0,0,0,5,,,,
6106,133940,2,0,1,0,0,0,2,0,5,,,,
6123,133978,2,0,1,0,0,0,2,0,5,,,,
6182,134087,2,0,1,1,1,0,0,0,5,,,,
6260,134230,2,0,0,1,0,2,0,0,5,,,,
6286,134272,2,0,0,1,2,0,0,0,5,,,,
6368,134418,2,0,1,0,0,2,0,0,5,,,,
6376,134432,2,0,3,0,0,0,0,0,5,,,,
6387,134454,2,0,0,2,0,0,1,0,5,,,,
6399,134475,2,0,1,0,0,1,1,0,5,,,,
6425,134521,2,0,0,0,0,2,0,1,5,,,,
6430,134527,2,0,1,1,1,0,0,0,5,,,,
6464,134592,2,0,1,0,0,0,0,2,5,,,,
6549,134754,2,0,1,0,1,0,1,0,5,,,,
6614,134859,2,0,1,0,1,0,0,1,5,,,,
6638,134901,2,0,3,0,0,0,0,0,5,,,,
6664,134958,2,0,0,1,1,0,1,0,5,,,,
6703,135036,2,0,1,0,0,1,1,0,5,,,,
6754,135152,2,0,0,1,0,0,1,1,5,,,,
6815,135277,2,0,1,0,1,0,1,0,5,,,,
6923,135458,2,0,1,0,0,1,1,0,5,,,,
6965,135534,2,0,1,1,0,0,1,0,5,,,,
7032,135671,2,0,0,0,1,1,1,0,5,,,,
7046,135699,2,0,0,0,1,1,1,0,5,,,,
7090,135782,2,0,0,1,0,1,1,0,5,,,,
7097,135795,2,0,0,0,1,0,1,1,5,,,,
7163,135924,2,0,1,0,0,0,1,1,5,,,,
7204,135998,2,0,0,0,0,2,1,0,5,,,,
7229,136040,2,0,0,0,1,0,1,1,5,,,,
7238,136055,2,0,0,1,1,0,1,0,5,,,,
7259,136101,2,0,1,0,1,0,1,0,5,,,,
7409,136380,2,0,1,1,0,1,0,0,5,,,,
7658,136836,2,0,0,1,1,1,0,0,5,,,,
